_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,subsidy_scale,orig__golden,language,post_sentence,pre_sentence,screener,sentence_text,sentenceid,speechno,orig_subsidy_scale,subsidy_scale_gold,subsidy_scale_gold_reason
616458278,12/3/2014 20:19:20,false,1492952542,,12/3/2014 20:18:28,false,clixsense,0.9455,24850759,DEU,05,Ober-ramstadt,91.44.184.230,0,,DE,"Sie haben ein gutes impact assessment vorgelegt. Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt.",,FALSE,"Frau Präsidentin, liebe Kolleginnen und Kollegen, Herr Kommissar Almunia! Herr Kommissar, zu erst einmal ein Lob an Sie und Ihre Dienststellen.",1001,1,,,
616458279,12/3/2014 20:19:20,false,1492952539,,12/3/2014 20:18:28,false,clixsense,0.9455,24850759,DEU,05,Ober-ramstadt,91.44.184.230,0,,DE,"Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt. Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben.","Frau Präsidentin, liebe Kolleginnen und Kollegen, Herr Kommissar Almunia! Herr Kommissar, zu erst einmal ein Lob an Sie und Ihre Dienststellen.",FALSE,Sie haben ein gutes impact assessment vorgelegt.,1002,1,,,
616458280,12/3/2014 20:07:45,false,1492948990,,12/3/2014 20:06:42,false,clixsense,0.9455,24850759,DEU,05,Ober-ramstadt,91.44.184.230,0,,DE,"Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben. Denn wenn sie es gelesen hätten, hätten sie diesen Vorschlag nicht vorlegen können.","Frau Präsidentin, liebe Kolleginnen und Kollegen, Herr Kommissar Almunia! Herr Kommissar, zu erst einmal ein Lob an Sie und Ihre Dienststellen. Sie haben ein gutes impact assessment vorgelegt.",FALSE,"Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt.",1003,1,,,
616458281,12/3/2014 19:44:53,false,1492940425,,12/3/2014 19:43:38,false,clixsense,0.9455,24850759,DEU,05,Ober-ramstadt,91.44.184.230,0,,DE,"Denn wenn sie es gelesen hätten, hätten sie diesen Vorschlag nicht vorlegen können. Denn er hat mit dem impact assessment nun überhaupt nichts zu tun.","Sie haben ein gutes impact assessment vorgelegt. Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt.",FALSE,"Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben.",1004,1,,,
616458281,12/3/2014 20:17:54,false,1492952085,,12/3/2014 20:14:25,false,clixsense,0.9167,8244525,DEU,16,Berlin,95.168.148.68,0,,DE,"Denn wenn sie es gelesen hätten, hätten sie diesen Vorschlag nicht vorlegen können. Denn er hat mit dem impact assessment nun überhaupt nichts zu tun.","Sie haben ein gutes impact assessment vorgelegt. Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt.",FALSE,"Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben.",1004,1,,,
616458281,12/3/2014 20:21:58,false,1492953472,,12/3/2014 20:19:18,false,clixsense,0.9063,21869320,DEU,13,Glauchau,188.106.203.248,0,,DE,"Denn wenn sie es gelesen hätten, hätten sie diesen Vorschlag nicht vorlegen können. Denn er hat mit dem impact assessment nun überhaupt nichts zu tun.","Sie haben ein gutes impact assessment vorgelegt. Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt.",FALSE,"Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben.",1004,1,,,
616458281,12/3/2014 20:24:36,false,1492954287,,12/3/2014 20:22:30,false,neodev,0.8,11001045,DEU,02,Kirchheim,93.204.109.108,0,,DE,"Denn wenn sie es gelesen hätten, hätten sie diesen Vorschlag nicht vorlegen können. Denn er hat mit dem impact assessment nun überhaupt nichts zu tun.","Sie haben ein gutes impact assessment vorgelegt. Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt.",FALSE,"Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben.",1004,1,,,
616458281,12/3/2014 20:26:51,false,1492955299,,12/3/2014 20:24:33,false,neodev,0.9048,23582898,DEU,13,Hoyerswerda,77.64.225.128,0,,DE,"Denn wenn sie es gelesen hätten, hätten sie diesen Vorschlag nicht vorlegen können. Denn er hat mit dem impact assessment nun überhaupt nichts zu tun.","Sie haben ein gutes impact assessment vorgelegt. Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt.",FALSE,"Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben.",1004,1,,,
616458282,12/3/2014 19:01:03,false,1492922253,,12/3/2014 18:56:12,false,clixsense,0.8378,12144018,DEU,02,Immenstadt,93.218.12.180,0,,DE,"Denn er hat mit dem impact assessment nun überhaupt nichts zu tun. Man fragt sich, wie das Kommissionskollegium beispielsweise auf das Jahr kommt.","Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt. Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben.",FALSE,"Denn wenn sie es gelesen hätten, hätten sie diesen Vorschlag nicht vorlegen können.",1005,1,,,
616458282,12/3/2014 19:01:35,false,1492922543,,12/3/2014 18:57:04,false,clixsense,0.8947,15512807,DEU,07,Dortmund,62.153.16.57,0,,DE,"Denn er hat mit dem impact assessment nun überhaupt nichts zu tun. Man fragt sich, wie das Kommissionskollegium beispielsweise auf das Jahr kommt.","Eine Folgenabschätzung, die auf Fakten beruht, die schlüssig ist und die auf den Punkt kommt. Schade ist nur, dass die anderen im Kommissionskollegium dieses impact assessment nicht gelesen haben.",FALSE,"Denn wenn sie es gelesen hätten, hätten sie diesen Vorschlag nicht vorlegen können.",1005,1,,,
