_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,subsidy_scale,orig__golden,language,post_sentence,pre_sentence,screener,sentence_text,sentenceid,speechno,orig_subsidy_scale,subsidy_scale_gold,subsidy_scale_gold_reason
620580060,12/5/2014 05:12:34,false,1494261266,,12/5/2014 05:09:02,false,neodev,0.7368,28731130,VEN,"","",190.205.128.183,-1,"",ES,"La evaluación de impacto que han presentado es muy buena. Se basa en hechos, es concluyente y va al grano.","",FALSE,"Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",1001,1,"","",""
620580060,12/5/2014 05:12:46,false,1494261367,,12/5/2014 05:08:31,false,neodev,0.881,16323114,MEX,22,Querétaro,189.234.161.220,0,"",ES,"La evaluación de impacto que han presentado es muy buena. Se basa en hechos, es concluyente y va al grano.","",FALSE,"Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",1001,1,"","",""
620580060,12/5/2014 05:12:53,false,1494261444,,12/5/2014 05:10:32,false,clixsense,0.9167,18183403,ESP,58,A Coruña,91.117.97.221,0,"",ES,"La evaluación de impacto que han presentado es muy buena. Se basa en hechos, es concluyente y va al grano.","",FALSE,"Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",1001,1,"","",""
620580060,12/5/2014 05:14:48,false,1494262222,,12/5/2014 05:11:09,false,clixsense,0.7826,10745525,MEX,32,Zacatecas,187.186.106.227,0,"",ES,"La evaluación de impacto que han presentado es muy buena. Se basa en hechos, es concluyente y va al grano.","",FALSE,"Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",1001,1,"","",""
620580060,12/5/2014 05:18:35,false,1494263774,,12/5/2014 05:15:02,false,clixsense,0.975,29357266,MEX,19,Monterrey,201.173.205.133,0,"",ES,"La evaluación de impacto que han presentado es muy buena. Se basa en hechos, es concluyente y va al grano.","",FALSE,"Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",1001,1,"","",""
620580061,12/5/2014 06:10:10,false,1494282435,,12/5/2014 06:09:09,false,clixsense,0.8095,19904240,MEX,20,Oaxaca,189.214.253.191,1,"",ES,"Se basa en hechos, es concluyente y va al grano. Es una pena que los demás miembros del Colegio de Comisarios no hayan leído esta evaluación de impacto, porque, de haberlo hecho, no hubieran podido presentar esta propuesta, que no tiene nada que ver con la evaluación de impacto.","Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",FALSE,La evaluación de impacto que han presentado es muy buena.,1002,1,"","",""
620580061,12/5/2014 06:14:15,false,1494283879,,12/5/2014 06:12:19,false,neodev,0.7368,28731130,VEN,"","",190.205.128.183,-1,"",ES,"Se basa en hechos, es concluyente y va al grano. Es una pena que los demás miembros del Colegio de Comisarios no hayan leído esta evaluación de impacto, porque, de haberlo hecho, no hubieran podido presentar esta propuesta, que no tiene nada que ver con la evaluación de impacto.","Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",FALSE,La evaluación de impacto que han presentado es muy buena.,1002,1,"","",""
620580061,12/5/2014 06:14:16,false,1494283890,,12/5/2014 06:13:25,false,clixsense,0.975,29357266,MEX,19,Monterrey,201.173.205.133,0,"",ES,"Se basa en hechos, es concluyente y va al grano. Es una pena que los demás miembros del Colegio de Comisarios no hayan leído esta evaluación de impacto, porque, de haberlo hecho, no hubieran podido presentar esta propuesta, que no tiene nada que ver con la evaluación de impacto.","Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",FALSE,La evaluación de impacto que han presentado es muy buena.,1002,1,"","",""
620580061,12/5/2014 06:15:21,false,1494284305,,12/5/2014 06:12:35,false,neodev,0.8333,25358345,PER,15,Lima,190.234.106.18,0,"",ES,"Se basa en hechos, es concluyente y va al grano. Es una pena que los demás miembros del Colegio de Comisarios no hayan leído esta evaluación de impacto, porque, de haberlo hecho, no hubieran podido presentar esta propuesta, que no tiene nada que ver con la evaluación de impacto.","Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",FALSE,La evaluación de impacto que han presentado es muy buena.,1002,1,"","",""
620580061,12/5/2014 06:16:32,false,1494284722,,12/5/2014 06:13:32,false,neodev,0.7647,11227018,ESP,51,Málaga,77.224.219.183,0,"",ES,"Se basa en hechos, es concluyente y va al grano. Es una pena que los demás miembros del Colegio de Comisarios no hayan leído esta evaluación de impacto, porque, de haberlo hecho, no hubieran podido presentar esta propuesta, que no tiene nada que ver con la evaluación de impacto.","Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios.",FALSE,La evaluación de impacto que han presentado es muy buena.,1002,1,"","",""
620580062,12/5/2014 05:12:34,false,1494261267,,12/5/2014 05:09:02,false,neodev,0.7368,28731130,VEN,"","",190.205.128.183,0,"",ES,"Es una pena que los demás miembros del Colegio de Comisarios no hayan leído esta evaluación de impacto, porque, de haberlo hecho, no hubieran podido presentar esta propuesta, que no tiene nada que ver con la evaluación de impacto. Me pregunto cómo ha elegido el año el Colegio de Comisarios, por ejemplo.","Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios. La evaluación de impacto que han presentado es muy buena.",FALSE,"Se basa en hechos, es concluyente y va al grano.",1003,1,"","",""
620580062,12/5/2014 05:12:46,false,1494261364,,12/5/2014 05:08:31,false,neodev,0.881,16323114,MEX,22,Querétaro,189.234.161.220,0,"",ES,"Es una pena que los demás miembros del Colegio de Comisarios no hayan leído esta evaluación de impacto, porque, de haberlo hecho, no hubieran podido presentar esta propuesta, que no tiene nada que ver con la evaluación de impacto. Me pregunto cómo ha elegido el año el Colegio de Comisarios, por ejemplo.","Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios. La evaluación de impacto que han presentado es muy buena.",FALSE,"Se basa en hechos, es concluyente y va al grano.",1003,1,"","",""
620580062,12/5/2014 05:12:53,false,1494261438,,12/5/2014 05:10:32,false,clixsense,0.9167,18183403,ESP,58,A Coruña,91.117.97.221,0,"",ES,"Es una pena que los demás miembros del Colegio de Comisarios no hayan leído esta evaluación de impacto, porque, de haberlo hecho, no hubieran podido presentar esta propuesta, que no tiene nada que ver con la evaluación de impacto. Me pregunto cómo ha elegido el año el Colegio de Comisarios, por ejemplo.","Señora Presidenta, señor Almunia, Señorías, en primer lugar, quisiera transmitir mi agradecimiento tanto a usted, señor Almunia, como a sus servicios. La evaluación de impacto que han presentado es muy buena.",FALSE,"Se basa en hechos, es concluyente y va al grano.",1003,1,"","",""
