_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,pub_scale,orig__golden,post_sentence,pre_sentence,orig_pub_scale,pub_scale_gold,pub_scale_gold_max,pub_scale_gold_min,pub_scale_gold_reason,reviewno,screener,sentence_text,sentenceid
620367535,12/4/2014 19:02:45,false,1493950335,,12/4/2014 19:00:28,false,prodege,1.0,22031444,GBR,M4,Southampton,78.146.13.35,1,"","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","","",1,FALSE,We now have five complete reviews in for your APSR submission.,101
620367535,12/4/2014 19:02:53,false,1493950450,,12/4/2014 19:00:14,false,neodev,1.0,28340590,GRC,11,Kozáni,94.67.75.44,0,"","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","","",1,FALSE,We now have five complete reviews in for your APSR submission.,101
620367535,12/4/2014 19:04:11,false,1493951127,,12/4/2014 19:02:47,false,prodege,1.0,22031444,GBR,M4,Southampton,78.146.13.35,0,"","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","","",1,FALSE,We now have five complete reviews in for your APSR submission.,101
620367535,12/4/2014 19:04:25,false,1493951248,,12/4/2014 19:00:21,false,clixsense,1.0,6499347,SRB,00,Belgrade,46.240.244.239,1,"","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","","",1,FALSE,We now have five complete reviews in for your APSR submission.,101
620367535,12/4/2014 19:15:58,false,1493956954,,12/4/2014 19:13:09,false,neodev,1.0,27861332,ARG,05,Cordoba,181.164.199.214,1,"","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","","",1,FALSE,We now have five complete reviews in for your APSR submission.,101
620367536,12/4/2014 19:02:45,false,1493950344,,12/4/2014 19:00:28,false,prodege,1.0,22031444,GBR,M4,Southampton,78.146.13.35,0,"","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,"","","","","",1,FALSE,"The reviews, as you can see are quite split on the piece.",102
620367536,12/4/2014 19:02:53,false,1493950448,,12/4/2014 19:00:14,false,neodev,1.0,28340590,GRC,11,Kozáni,94.67.75.44,0,"","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,"","","","","",1,FALSE,"The reviews, as you can see are quite split on the piece.",102
620367536,12/4/2014 19:04:11,false,1493951122,,12/4/2014 19:02:47,false,prodege,1.0,22031444,GBR,M4,Southampton,78.146.13.35,0,"","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,"","","","","",1,FALSE,"The reviews, as you can see are quite split on the piece.",102
620367536,12/4/2014 19:04:25,false,1493951259,,12/4/2014 19:00:21,false,clixsense,1.0,6499347,SRB,00,Belgrade,46.240.244.239,0,"","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,"","","","","",1,FALSE,"The reviews, as you can see are quite split on the piece.",102
620367536,12/4/2014 19:15:58,false,1493956957,,12/4/2014 19:13:09,false,neodev,1.0,27861332,ARG,05,Cordoba,181.164.199.214,0,"","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,"","","","","",1,FALSE,"The reviews, as you can see are quite split on the piece.",102
