_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,pub_scale,orig__golden,post_sentence,pre_sentence,orig_pub_scale,pub_scale_gold,pub_scale_gold_max,pub_scale_gold_min,pub_scale_gold_reason,reviewno,screener,sentence_text,sentenceid
613254921,11/27/2014 15:37:00,false,1485727224,,11/27/2014 15:34:34,false,neodev,0.875,29006697,IND,25,Chennai,117.241.67.217,0,,"The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",,,,,,,1,FALSE,We now have five complete reviews in for your APSR submission.,101
613254921,11/27/2014 15:37:22,false,1485727925,,11/27/2014 15:34:58,false,neodev,0.8333,13923091,IDN,04,Jakarta,202.73.225.48,0,,"The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",,,,,,,1,FALSE,We now have five complete reviews in for your APSR submission.,101
613254921,11/27/2014 15:37:59,false,1485729094,,11/27/2014 15:34:29,false,neodev,0.8667,30623711,KAZ,12,Karaganda,2.132.177.192,0,,"The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",,,,,,,1,FALSE,We now have five complete reviews in for your APSR submission.,101
613254921,11/27/2014 15:40:10,false,1485733218,,11/27/2014 15:35:14,false,neodev,1.0,21092833,VNM,20,Ho Chi Minh City,113.22.247.209,0,,"The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",,,,,,,1,FALSE,We now have five complete reviews in for your APSR submission.,101
613254921,11/27/2014 16:35:34,false,1485846323,,11/27/2014 16:32:02,false,neodev,0.8,19427422,RUS,61,Volgodonsk,79.111.213.214,0,,"The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",,,,,,,1,FALSE,We now have five complete reviews in for your APSR submission.,101
613254922,11/27/2014 15:17:45,false,1485687809,,11/27/2014 15:15:36,false,clixsense,0.7368,20614121,IND,02,Hyderabad,124.123.129.140,0,,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,,,,,,1,FALSE,"The reviews, as you can see are quite split on the piece.",102
613254922,11/27/2014 15:18:43,false,1485689824,,11/27/2014 15:15:07,false,neodev,0.8,19427422,RUS,61,Volgodonsk,79.111.213.214,0,,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,,,,,,1,FALSE,"The reviews, as you can see are quite split on the piece.",102
613254922,11/27/2014 15:21:31,false,1485695405,,11/27/2014 15:20:11,false,clixsense,0.8421,27248043,PRT,14,Lisbon,213.30.62.62,0,,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,,,,,,1,FALSE,"The reviews, as you can see are quite split on the piece.",102
613254922,11/27/2014 15:25:28,false,1485703121,,11/27/2014 15:21:53,false,clixsense,0.9167,22156687,IND,03,Silchar,14.139.217.114,-1,,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,,,,,,1,FALSE,"The reviews, as you can see are quite split on the piece.",102
613254922,11/27/2014 16:31:39,false,1485838015,,11/27/2014 16:29:07,false,neodev,1.0,30571937,GRC,35,Athens,195.134.64.25,-1,,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",We now have five complete reviews in for your APSR submission.,,,,,,1,FALSE,"The reviews, as you can see are quite split on the piece.",102
613254923,11/27/2014 15:18:55,false,1485690161,,11/27/2014 15:17:19,false,clixsense,0.8421,27248043,PRT,14,Lisbon,213.30.62.62,2,,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","We now have five complete reviews in for your APSR submission. The reviews, as you can see are quite split on the piece.",,,,,,1,FALSE,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",103
613254923,11/27/2014 15:19:25,false,1485691194,,11/27/2014 15:17:47,false,clixsense,0.7368,20614121,IND,02,Hyderabad,124.123.129.140,2,,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","We now have five complete reviews in for your APSR submission. The reviews, as you can see are quite split on the piece.",,,,,,1,FALSE,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",103
613254923,11/27/2014 15:25:42,false,1485703504,,11/27/2014 15:22:49,false,neodev,0.8333,13923091,IDN,04,Jakarta,202.73.225.48,2,,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","We now have five complete reviews in for your APSR submission. The reviews, as you can see are quite split on the piece.",,,,,,1,FALSE,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",103
613254923,11/27/2014 15:44:17,false,1485741401,,11/27/2014 15:42:35,false,neodev,0.7692,30578566,PHL,"","",49.149.38.84,1,,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","We now have five complete reviews in for your APSR submission. The reviews, as you can see are quite split on the piece.",,,,,,1,FALSE,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",103
613254923,11/27/2014 16:27:58,false,1485830572,,11/27/2014 16:24:25,false,neodev,0.8,19427422,RUS,61,Volgodonsk,79.111.213.214,1,,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","We now have five complete reviews in for your APSR submission. The reviews, as you can see are quite split on the piece.",,,,,,1,FALSE,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",103
